time,C,E,N,S,W,PT_total_check
2024-07-18 16:00:00,2324.7567503396567,541.4351021217395,1702.0257597646573,495.1192770591305,1314.3631107148158,6377.7
2024-07-18 17:00:00,2324.829653008341,541.4520811299125,1702.07913404566,495.1348036369582,1314.4043281791278,6377.9
2024-07-18 18:00:00,2381.584380579078,554.6702389925205,1743.631011806508,507.2222444758354,1346.492124146059,6533.6
2024-07-18 19:00:00,2512.809184210838,585.2324537037528,1839.7047176119356,535.1700845657247,1420.6835599077497,6893.6
2024-07-18 20:00:00,2531.690975400074,589.6300168205356,1853.5286563917164,539.1914682231031,1431.3588831645704,6945.4
2024-07-18 21:00:00,2503.9150586313517,583.1610147066581,1833.1930553295676,533.2758420707432,1415.6550292616794,6869.2
2024-07-18 22:00:00,2349.9810737044286,547.3098389495653,1720.4932609917005,500.49147298752035,1328.624353366785,6446.899999999999
2024-07-18 23:00:00,2140.0578392279544,498.41878491568013,1566.8020188435178,455.7826921326114,1209.9386648802365,5871.0
2024-07-19 00:00:00,1973.329435946935,459.5877932242422,1444.7350381896215,420.27340864062427,1115.6743239985774,5413.6
2024-07-19 01:00:00,1861.0957775074378,433.4486101420521,1362.5653325854792,396.370242074855,1052.220037690176,5105.700000000001
2024-07-19 02:00:00,1788.6669761695748,416.57996552226916,1309.5379844089834,380.9445870030189,1011.270486896154,4907.0
2024-07-19 03:00:00,1751.486615140576,407.9206713540867,1282.3171010974456,373.0260323108836,990.2495800970083,4805.000000000001
2024-07-19 04:00:00,1732.8235319573926,403.57404526182256,1268.6532851606737,369.0512283869882,979.6979092331235,4753.800000000001
2024-07-19 05:00:00,1753.6736952011054,408.4300415992739,1283.918329527536,373.4918296457151,991.4861040263698,4811.0
2024-07-19 06:00:00,1824.2070271531766,424.8572320065613,1335.5579463979534,388.5137936940306,1031.3640007482786,5004.5
2024-07-19 07:00:00,2000.7043880378938,465.9634107931687,1464.7770807062536,426.1036386149317,1131.1514818477522,5488.700000000001
